OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,COMMENTS,COMPLEX_NAME,COMPLEX_INCNUM,IRWINID,FIRE_NUM,DECADES,SHAPE_Length,SHAPE_Area
21440,2020,CA,CDF,NEU,NELSON,00013212,2020/06/18 00:00:00+00,2020/06/23 00:00:00+00,11,1,1,109.60228,,,,,,2020,4179.74314204583,733134.698478967
21441,2020,CA,CDF,NEU,AMORUSO,00011799,2020/06/01 00:00:00+00,2020/06/04 00:00:00+00,2,1,1,685.58502,,,,,,2020,12399.3753905116,4578171.89880051
21442,2020,CA,CDF,NEU,ATHENS,00018493,2020/08/10 00:00:00+00,2020/08/11 00:00:00+00,14,1,1,27.30048,,,,,,2020,2119.19412003875,182387.640411692
21443,2020,CA,CDF,NEU,FLEMING,00007619,2020/03/31 00:00:00+00,2020/04/01 00:00:00+00,9,1,1,12.931545,,,,,,2020,2029.52488137503,86679.423402436
21444,2020,CA,CDF,NEU,MELANESE,00008471,2020/04/14 00:00:00+00,2020/04/19 00:00:00+00,18,1,1,10.315964,,,,,,2020,1342.74290294001,70179.1223470977
21445,2020,CA,CDF,NEU,PFE,00014858,2020/07/05 00:00:00+00,2020/07/05 00:00:00+00,14,1,1,36.701931,,,,,,2020,3012.19835361044,244431.516854361
21446,2020,CA,DOD,BEA,VALLEY,00015865,2020/07/15 00:00:00+00,2020/07/16 00:00:00+00,14,1,1,376.9104,,,,,,2020,9803.35036420333,2538316.86324588
21447,2020,CA,CDF,NEU,WALDO,00015275,2020/07/09 00:00:00+00,2020/07/12 00:00:00+00,9,1,1,10.102212,,,,,,2020,1425.98634226764,68043.0413665789
21448,2020,CA,CDF,NEU,WILLOW,00006064,2020/03/10 00:00:00+00,2020/03/11 00:00:00+00,5,1,1,33.973888,,,,,,2020,2477.15181547552,230549.78505469
21449,2020,CA,CDF,NEU,WILLOWS,00021423,2020/09/09 00:00:00+00,2020/10/13 00:00:00+00,7,3,1,1309.09,,,,,,2020,15221.4105433282,8877495.80680043
21450,2020,CA,CDF,NEU,DYER,00015012,2020/07/06 00:00:00+00,2020/07/06 00:00:00+00,8,1,1,194.66029,,,,,,2020,7757.24683769613,1296860.60847649
21451,2020,CA,CDF,NEU,FARRIER,00016781,2020/07/24 00:00:00+00,2020/07/31 00:00:00+00,8,1,1,22.634298,,,,,,2020,1693.89812956216,150787.430569303
21452,2020,CA,CDF,NEU,FIELDS,00023897,2020/10/06 00:00:00+00,2020/10/09 00:00:00+00,5,1,1,55.328434,,,,,,2020,3143.53099864592,373125.246422866
21453,2020,CA,CDF,NEU,JONES,00019231,2020/08/17 00:00:00+00,2020/09/28 00:00:00+00,1,3,1,705.54602,aka INDIAN,,,,,2020,15226.0547698771,4770841.80373448
21454,2020,CA,DOD,BEA,PAVE PAWS,00017717,2020/08/02 00:00:00+00,2020/08/02 00:00:00+00,11,1,1,532.77332,Beale Air Force Base,,,,,2020,10122.6892482165,3589054.98466705
21455,2020,CA,CDF,NEU,RIOSA,00012970,2020/06/15 00:00:00+00,2020/06/15 00:00:00+00,11,1,1,13.694717,,,,,,2020,1743.67087360593,91856.8500681241
21456,2020,CA,CDF,BTU,NELSON,00006825,2020/06/17 00:00:00+00,2020/06/25 00:00:00+00,14,1,1,103.33157,,,,,,2020,5758.36450762757,703657.639355372
21458,2020,CA,CDF,BTU,5-4 POTTERS ,00009692,2020/08/17 00:00:00+00,2020/09/10 00:00:00+00,1,1,1,925.40186,,BUTTE LIGHTNING COMPLEX,00009692,,,2020,16613.4839078943,6307904.03635036
21459,2020,CA,CDF,BTU,5-6 CASCADE CREEK,00009703,2020/08/17 00:00:00+00,2020/09/10 00:00:00+00,1,1,1,260.17557,,BUTTE LIGHTNING COMPLEX,00009692,,,2020,7022.5749273688,1780346.9101991
21460,2020,CA,CDF,BTU,TEDDY,00006891,2020/06/18 00:00:00+00,2020/06/23 00:00:00+00,14,1,1,13.279565,,,,,,2020,1648.63306678697,90049.4962999821
21461,2020,CA,CDF,CZU,COAST,00003906,2020/06/29 00:00:00+00,2020/06/29 00:00:00+00,7,7,1,20.2083,,,,,,2020,1702.00092173474,128343.170570779
21462,2020,CA,CDF,CZU,CZU LIGHTNING COMPLEX,00005205,2020/08/16 00:00:00+00,2020/09/24 00:00:00+00,1,7,1,86553.461,,CZU LIGHTNING COMPLEX,00005205,,,2020,255052.193259759,552318495.777981
21463,2020,CA,CDF,MEU,OAK,00010700,2020/09/07 00:00:00+00,2020/09/28 00:00:00+00,9,7,1,1146.4658,,,,,,2020,18184.117576066,7799786.21433626
21464,2020,CA,CDF,MEU,CREEK,00009786,2020/08/18 00:00:00+00,2020/08/26 00:00:00+00,10,7,1,834.2442,,,,,,2020,12821.8131524731,5727850.42383985
21465,2020,CA,CDF,MEU,3-19,00009781,2020/08/18 00:00:00+00,2020/10/21 00:00:00+00,1,4,1,65.008545,,,,,,2020,2611.28660931467,439629.10712654
21466,2020,CA,CDF,MEU,VINEYARD,00006489,2020/06/09 00:00:00+00,2020/06/18 00:00:00+00,2,1,1,150.49449,,,,,,2020,5675.64591642416,1007057.35493244
21467,2020,CA,CDF,MEU,MINA,00009342,2020/08/10 00:00:00+00,2020/08/15 00:00:00+00,4,2,1,158.86919,,,,,,2020,5106.02978622489,1091466.03412283
21468,2020,CA,CDF,HUU,BEAR,00001401,2020/02/15 00:00:00+00,2020/02/15 00:00:00+00,5,1,1,10.473744,,,,,,2020,1526.38940102701,73476.6102988437
21469,2020,CA,CDF,HUU,REDWOOD,00009006,2020/10/23 00:00:00+00,2020/10/23 00:00:00+00,2,1,1,101.40028,,,,,,2020,3753.85290462705,711099.623747681
21470,2020,CA,CDF,TGU,GRIZZLY,00002412,2020/03/02 00:00:00+00,2020/03/06 00:00:00+00,14,1,1,155.27298,,,,,,2020,6540.5836411781,1064278.57662365
21471,2020,CA,CDF,TGU,BEEGUM,00002023,2020/02/22 00:00:00+00,2020/02/23 00:00:00+00,18,2,1,181.44044,,,,,,2020,10696.8165089719,1264981.53670788
21472,2020,CA,CDF,TGU,4-8,00008808,2020/08/17 00:00:00+00,2020/08/18 00:00:00+00,1,1,1,278.00998,,,,,,2020,8954.96718822614,1891689.6388266
21473,2020,CA,CDF,TGU,ELK,00008702,2020/08/16 00:00:00+00,2020/08/17 00:00:00+00,1,1,1,730.48138,,,,,,2020,12016.1387165403,4982413.33726355
21474,2020,CA,CDF,TGU,RED,00004162,2020/04/23 00:00:00+00,2020/04/24 00:00:00+00,5,1,1,26.40666,,,,,,2020,2684.26888740404,182659.873484377
21475,2020,CA,CDF,HUU,MINE,00011303,2020/12/24 00:00:00+00,2020/12/24 00:00:00+00,5,1,1,11.07413,,,,,,2020,1825.22881031916,77436.8929710107
21476,2020,CA,CDF,BTU,AVOCADO,00007464,2020/06/30 00:00:00+00,2020/07/11 00:00:00+00,14,1,1,137.58138,,,,,,2020,4076.50403371119,933389.974999556
21477,2020,CA,CDF,BTU,HONCUT,00006966,2020/06/20 00:00:00+00,2020/06/22 00:00:00+00,14,1,1,88.185837,,,,,,2020,4162.19845370167,597747.50290022
21478,2020,CA,CDF,BTU,GRAND,00012308,2020/10/15 00:00:00+00,2020/10/20 00:00:00+00,14,1,1,31.061085, ,,,,,2020,3068.50147021768,211492.505800139
21479,2020,CA,CCO,ORC,PARK FIRE,20075598,2020/07/05 00:00:00+00,2020/07/07 00:00:00+00,14,1,1,24.097841, ,,,,,2020,2020.07946635197,141579.507299961
21480,2020,CA,CDF,ORC,SILVERADO,20121364,2020/10/26 00:00:00+00,2020/11/02 00:00:00+00,14,7,1,12469.206, ,,,,,2020,65362.5935745091,73125983.4583518
21481,2020,CA,CDF,ORC,BLUE RIDGE,20121612,2020/10/26 00:00:00+00,2020/11/02 00:00:00+00,14,7,1,13694.532, ,,,,,2020,65838.8753839645,80671871.2688464
21482,2020,CA,CDF,ORC,BOND,20136890,2020/12/03 00:00:00+00,2020/12/07 00:00:00+00,14,7,1,6681.0986, ,,,,,2020,52771.3654774732,39200475.3997512
21483,2020,CA,CDF,BTU,CLARK,00009565,2020/08/14 00:00:00+00,2020/08/14 00:00:00+00,14,1,1,106.78496,,,,,,2020,5533.23641586558,729464.867140558
21484,2020,CA,CDF,NEU,DULUTH,00018540,2020/08/10 00:00:00+00,2020/08/12 00:00:00+00,10,1,1,71.949944,,,,,,2020,5784.25707851993,480239.207559387
21485,2020,CA,CDF,NEU,KARCHNER,00002117,2020/06/05 00:00:00+00,2020/06/06 00:00:00+00,2,1,1,30.024942,,,,,,2020,1974.73053588705,201532.587841124
21486,2020,CA,LRA,NEU,SIMPSON,00024660,2020/10/15 00:00:00+00,2020/10/17 00:00:00+00,14,6,1,28.574575,Yuba City Fire,,,,,2020,1971.42970744968,192491.070132217
21487,2020,CA,CDF,NEU,WATT,00012647,2020/06/11 00:00:00+00,2020/06/13 00:00:00+00,14,1,1,39.866062,,,,,,2020,3532.94795756148,265518.179158945
21488,2020,CA,CDF,NEU,LOCUST,00031508,2020/12/31 00:00:00+00,2020/12/31 00:00:00+00,5,1,1,15.859506,,,,,,2020,1604.873417568,105708.160454604
21489,2020,CA,CDF,BTU,GARDEN,00005015,2020/05/06 00:00:00+00,2020/05/09 00:00:00+00,2,1,1,49.008781,,,,,,2020,3611.37866323512,334118.932599892
21490,2020,CA,CDF,BTU,FEATHER,00008456,2020/07/20 00:00:00+00,2020/07/22 00:00:00+00,14,1,1,14.740744,,,,,,2020,1522.43747145293,100343.899392198
21491,2020,CA,CDF,SKU,BADGER,00005356,2020/07/18 00:00:00+00,2020/07/19 00:00:00+00,10,1,1,557.30609, ,,,,,2020,13506.566654708,4060376.10661749
21492,2020,CA,CDF,SKU,MINER,00005595,2020/07/25 00:00:00+00,2020/07/25 00:00:00+00,14,1,1,23.13611,,,,,,2020,2899.10965468715,166418.527681741
21493,2020,CA,CDF,SKU,JENNY 2-3,00005678,2020/07/27 00:00:00+00,2020/07/27 00:00:00+00,1,1,1,14.637078,From ODF aka Jenny Creek Fed Inc# ORMED-000227,,,,,2020,1594.5625382492,107366.679150378
21494,2020,CA,CDF,SKU,SCHOOLHOUSE,00007096,2020/09/09 00:00:00+00,2020/09/09 00:00:00+00,14,1,1,37.064037,,,,,,2020,2367.92669461882,269098.140510995
21495,2020,CA,CDF,SKU,TOWNSEND,00003484,2020/05/17 00:00:00+00,2020/05/17 00:00:00+00,5,1,1,13.730427,,,,,,2020,1808.09866737109,99819.9796679358
21496,2020,CA,CDF,SKU,SHACKLEFORD,00007137,2020/09/11 00:00:00+00,2020/09/11 00:00:00+00,14,1,1,37.650269,,,,,,2020,2903.04477879322,272468.94269527
21497,2020,CA,CDF,TCU,MOC,00009457,2020/08/20 00:00:00+00,2020/09/05 00:00:00+00,9,1,1,2857.6055,Cause= Weed Eating,,,,,2020,24671.3481628938,18547049.608402
21498,2020,CA,CDF,TCU,SALT,00009353,2020/08/18 00:00:00+00,2020/08/28 00:00:00+00,9,1,1,1593.7322,Cause = Grinding,,,,,2020,16443.5169626775,10403242.5917013
21499,2020,CA,CDF,TCU,WALKER,00006494,2020/06/16 00:00:00+00,2020/06/23 00:00:00+00,9,2,1,1398.0038,Cause = Grinding,,,,,2020,19226.9033482387,9143297.86874869
21500,2020,CA,CCO,KRN,BAKER,02024545,2020/06/17 00:00:00+00,2020/06/18 00:00:00+00,14,1,1,165.17973,,,,,,2020,7573.07340235203,1006161.87982641
21501,2020,CA,CCO,KRN,BENA,02027271,2020/07/01 00:00:00+00,2020/07/05 00:00:00+00,14,1,1,2884.4102,SRA,,,,,2020,21314.9720002712,17566953.1488372
21502,2020,CA,CCO,KRN,FLAT,02028833,2020/07/09 00:00:00+00,2020/07/12 00:00:00+00,14,1,1,40.127972,Crew 10,,,,,2020,3515.80880538401,244002.384764292
21503,2020,CA,CCO,KRN,COMANCHE,02031924,2020/07/26 00:00:00+00,2020/07/27 00:00:00+00,14,1,1,66.156052,,,,,,2020,4069.53776735665,401194.15465634
21504,2020,CA,CCO,KRN,SHEEP,02032616,2020/07/30 00:00:00+00,2020/07/30 00:00:00+00,14,1,1,233.05606,,,,,,2020,7205.22539177277,1413545.79072589
21505,2020,CA,CCO,KRN,RESERVE,02033499,2020/08/04 00:00:00+00,2020/08/05 00:00:00+00,14,1,1,11.500824,West wind. ,,,,,2020,1757.17078934541,70018.6370833226
21506,2020,CA,CCO,KRN,JOHNSON,02033650,2020/08/05 00:00:00+00,2020/08/06 00:00:00+00,14,1,1,38.07296,,,,,,2020,2953.05653052473,230876.136011448
21507,2020,CA,BLM,CND,SODA,00034749,2020/06/17 00:00:00+00,2020/06/17 00:00:00+00,1,1,1,421.46991,IRWINID 3c1195d7-ac3c-4a9c-b918-007c11227750 KRN inc# 034749,,,,,2020,8257.52921044911,2545329.88729909
21508,2020,CA,CCO,KRN,WOODY,02035078,2020/08/14 00:00:00+00,2020/08/14 00:00:00+00,14,1,1,90.521912,,,,,,2020,3524.33323410794,555702.701082148
21509,2020,CA,CCO,KRN,BLUE,02035487,2020/08/16 00:00:00+00,2020/08/17 00:00:00+00,14,1,1,19.949446,Crew 10,,,,,2020,1994.09461077206,120367.206282704
21510,2020,CA,CCO,KRN,SHERWOOD,02037640,2020/08/29 00:00:00+00,2020/08/29 00:00:00+00,14,1,1,44.598595,,,,,,2020,2299.93972550481,273941.796721379
21511,2020,CA,CCO,KRN,VISTA ,02039431,2020/09/09 00:00:00+00,2020/09/09 00:00:00+00,14,1,1,34.717957,,,,,,2020,2535.84786668288,210541.74606579
21512,2020,CA,CCO,KRN,GARCES,02041011,2020/09/19 00:00:00+00,2020/09/19 00:00:00+00,14,1,1,10.845668,,,,,,2020,1328.69379704804,66796.208057596
21513,2020,CA,CCO,KRN,LILAC,02045515,2020/10/18 00:00:00+00,2020/10/19 00:00:00+00,14,1,1,52.846813,C10,,,,,2020,3232.54810803708,320521.625842631
21514,2020,CA,CCO,KRN,WATER,02052313,2020/12/02 00:00:00+00,2020/12/03 00:00:00+00,14,1,1,22.270731,Perimeter goes all the way to the freeway ,,,,,2020,2196.95767653307,134343.595718588
21515,2020,CA,CCO,KRN,STAGECOACH,02033315,2020/08/03 00:00:00+00,2020/08/03 00:00:00+00,14,1,1,7750.6372,,,,,,2020,46920.3382001835,47373861.8492288
21516,2020,CA,CDF,MMU,HUNTERS,00011682,2020/06/07 00:00:00+00,2020/06/11 00:00:00+00,2,1,1,82.140099,,,,,,2020,4659.65111822368,530471.381877772
21517,2020,CA,CDF,MMU,PASS,00013431,2020/06/28 00:00:00+00,2020/07/01 00:00:00+00,11,1,1,2163.6978,,,,,,2020,16695.5256656117,13770400.1204748
21518,2020,CA,CDF,MMU,POWER,00014707,2020/07/11 00:00:00+00,2020/07/15 00:00:00+00,11,1,1,151.54947,,,,,,2020,5184.74950648622,967344.675781171
21519,2020,CA,CDF,MMU,BEN,00015036,2020/07/15 00:00:00+00,2020/07/17 00:00:00+00,11,1,1,48.125347,,,,,,2020,2971.1927925407,309356.23994323
21520,2020,CA,CDF,MMU,HENSLEY,00019014,2020/08/30 00:00:00+00,2020/09/02 00:00:00+00,7,1,1,398.48148,,,,,,2020,14750.3034082579,2538309.84222424
21521,2020,CA,CDF,SHF,FRANCISCAN,00008178,2020/08/15 00:00:00+00,2020/08/15 00:00:00+00,2,1,1,15.779857,,,,,,2020,2337.834048821,110504.726235645
21522,2020,CA,CDF,SHU,BAR,00003809,2020/04/25 00:00:00+00,2020/04/26 00:00:00+00,5,1,1,57.785629,,,,,,2020,6053.00295155152,406463.137431003
21523,2020,CA,CDF,SHU,LEOPARD,00005006,2020/05/31 00:00:00+00,2020/05/31 00:00:00+00,7,1,1,16.629004,,,,,,2020,2867.55387802411,116484.680418214
21524,2020,CA,CCO,SBC,DRUM,02012322,2020/06/14 00:00:00+00,2020/06/17 00:00:00+00,2,1,1,695.47058,SBC 6756,,,,,2020,18011.6201144936,4167186.65348212
21525,2020,CA,CCO,SBC,TWITCHELL,02011706,2020/06/06 00:00:00+00,2020/06/06 00:00:00+00,1,1,1,28.684549,SBC 6375,,,,,2020,3330.0078902437,173213.107669972
21526,2020,CA,CCO,SBC,BALLARD,02023312,2020/10/31 00:00:00+00,2020/10/31 00:00:00+00,14,1,1,17.297138,SBC 12726,,,,,2020,2112.36366216319,103688.501840584
21527,2020,CA,CCO,SBC,GAREY,02025625,2020/11/29 00:00:00+00,2020/12/01 00:00:00+00,2,1,1,12.152788,SBC 13884,,,,,2020,2428.6889848412,73228.830233212
21528,2020,CA,CDF,SHU,PLATINA,00007049,2020/07/19 00:00:00+00,2020/07/21 00:00:00+00,9,1,1,339.46661,,,,,,2020,9206.19273342466,2374022.10873468
21529,2020,CA,CDF,SHU,ROSA,00001895,2020/02/26 00:00:00+00,2020/02/26 00:00:00+00,5,1,1,13.274441,,,,,,2020,1973.21933085008,93994.506526754
21530,2020,CA,CDF,SHU,SPRINGS,00007944,2020/08/09 00:00:00+00,2020/08/09 00:00:00+00,8,1,1,10.299823,,,,,,2020,1425.5013959596,72441.7056652859
21531,2020,CA,CDF,SHU,PINES,00008109,2020/08/13 00:00:00+00,2020/08/13 00:00:00+00,9,1,1,15.737025,,,,,,2020,1828.76756766527,109947.423783961
21532,2020,CA,CDF,BDU,BRUDER,00014963,2020/10/14 00:00:00+00,2020/10/15 00:00:00+00,14,1,1,169.54852,,,,,,2020,5739.95944924869,1001062.04464226
21533,2020,CA,CCO,SBC,HOLLISTER,02010146,2020/05/07 00:00:00+00,2020/05/10 00:00:00+00,11,1,1,157.01782,SBC 5172,,,,,2020,5267.79834483534,937233.686730198
21534,2020,CA,CCO,SBC,KIRSCHEMANN,02010981,2020/05/28 00:00:00+00,2020/05/28 00:00:00+00,2,1,1,28.751392,SBC 6010,,,,,2020,1724.02976094512,173394.857356438
21535,2020,CA,CCO,SBC,VIEW,02011863,2020/06/06 00:00:00+00,2020/06/07 00:00:00+00,11,1,1,77.059242,SBC 6364,,,,,2020,3887.79850999818,461807.961555672
21536,2020,CA,CCO,SBC,GATO,02015948,2020/07/31 00:00:00+00,2020/07/31 00:00:00+00,14,1,1,10.235489,SBC 8694,,,,,2020,1351.12687393325,61602.990374867
21537,2020,CA,CCO,SBC,LITO,02019126,2020/09/07 00:00:00+00,2020/09/07 00:00:00+00,9,1,1,25.822441,SBC 10424,,,,,2020,1976.45196414771,154580.936147012
21538,2020,CA,CCO,SBC,DUTARD,02025052,2020/11/23 00:00:00+00,2020/11/23 00:00:00+00,14,1,1,13.633389,SBC 13664,,,,,2020,1360.38213832814,82188.7317273722
21539,2020,CA,CCO,SBC,CLARK,02026762,2020/12/16 00:00:00+00,2020/12/16 00:00:00+00,7,1,1,18.829184,SBC 14571,,,,,2020,2217.94200818258,113445.046794125
21540,2020,CA,CDF,SLU,HUASNA,00005881,2020/05/13 00:00:00+00,2020/05/13 00:00:00+00,5,1,1,47.429596,Embrs from debris pile,,,,,2020,3280.43322587973,287161.289575145
21541,2020,CA,CDF,SLU,SODA,00007149,2020/06/10 00:00:00+00,2020/06/10 00:00:00+00,10,6,1,1653.1144,Dragging Chains,,,,,2020,19675.8492383348,10073813.3422969
21542,2020,CA,CDF,SLU,AVILA,00007409,2020/06/15 00:00:00+00,2020/06/20 00:00:00+00,14,1,1,434.29105,,,,,,2020,15280.5362273264,2636154.88191116
21543,2020,CA,CDF,SLU,GAGE,00008112,2020/06/28 00:00:00+00,2020/06/28 00:00:00+00,2,1,1,33.055237,Tractor mowing,,,,,2020,3411.53751134259,203234.35493345
21544,2020,CA,CDF,SLU,LAKE,00008435,2020/07/04 00:00:00+00,2020/07/04 00:00:00+00,10,1,1,567.00629,Vehicle Accident,,,,,2020,14090.6542839285,3459823.31544988
21545,2020,CA,CDF,SLU,SODA,00008356,2020/07/03 00:00:00+00,2020/07/03 00:00:00+00,2,1,1,152.58662,Water Pump,,,,,2020,4996.19994572628,928273.817097396
21546,2020,CA,CDF,SLU,RIATA,00007469,2020/06/16 00:00:00+00,2020/06/16 00:00:00+00,2,1,1,15.232535,ATV,,,,,2020,1633.05766999495,92896.53047821
21547,2020,CA,CDF,SLU,BERRY,00009850,2020/08/01 00:00:00+00,2020/08/01 00:00:00+00,2,1,1,24.214361,Equipment exhaust ,,,,,2020,2849.76356329959,148446.550424846
21548,2020,CA,CDF,SLU,BRANCH,00009669,2020/07/28 00:00:00+00,2020/08/03 00:00:00+00,10,7,1,2922.2039,,,,,,2020,37572.3294763485,17791770.3501892
21549,2020,CA,CDF,SLU,II-2,00010562,2020/08/15 00:00:00+00,2020/08/15 00:00:00+00,1,1,1,64.875885,,,,,,2020,3325.65285162371,392548.392143501
21550,2020,CA,CDF,SLU,CARRIZO,00010369,2020/08/12 00:00:00+00,2020/08/12 00:00:00+00,10,1,1,184.91742,,,,,,2020,4863.02681329539,1126390.38292801
21551,2020,CA,CDF,SLU,TOPAZ,00007269,2020/06/12 00:00:00+00,2020/06/12 00:00:00+00,2,1,1,157.11494,Mechanical,,,,,2020,5750.03558658447,958376.774712996
21552,2020,CA,CDF,SLU,POND,00009866,2020/08/01 00:00:00+00,2020/08/09 00:00:00+00,7,1,1,1962.3289,,,,,,2020,27175.7069459713,11977219.3446222
21553,2020,CA,CDF,SLU,HUTTON,00016175,2020/12/07 00:00:00+00,2020/12/07 00:00:00+00,14,1,1,22.70941,,,,,,2020,2046.48609844737,137253.642677759
21554,2020,CA,CDF,SLU,CRESTA BLANCA,00007158,2020/06/10 00:00:00+00,2020/06/10 00:00:00+00,10,1,1,18.424768,,,,,,2020,1440.23494562009,112122.358022534
21555,2020,CA,CDF,SLU,JUAN,00008489,2020/07/05 00:00:00+00,2020/07/05 00:00:00+00,11,6,1,33.282143,Electrical,,,,,2020,2251.94180831037,203983.587686815
21556,2020,CA,CDF,SLU,PASS,00010018,2020/08/04 00:00:00+00,2020/08/05 00:00:00+00,10,1,1,323.17609,,,,,,2020,10759.2125955127,1991152.85133905
21557,2020,CA,CDF,SLU,III_2,00010544,2020/08/15 00:00:00+00,2020/08/15 00:00:00+00,1,1,1,20.434998,,,,,,2020,1838.69410207139,125110.843429608
21558,2020,CA,CDF,SLU,WHALE,00010533,2020/08/15 00:00:00+00,2020/08/18 00:00:00+00,1,1,1,322.33667,,,,,,2020,6142.23057789935,1972454.31910975
21559,2020,CA,CDF,SLU,PLACER,00110780,2020/08/25 00:00:00+00,2020/08/25 00:00:00+00,2,1,1,53.15897,,,,,,2020,2960.1517174125,324301.132675458
21560,2020,CA,CDF,SHU,ZOGG,00009978,2020/09/27 00:00:00+00,2020/10/13 00:00:00+00,14,3,1,56338.051,,,,,,2020,190609.169916148,393993433.312704
21561,2020,CA,CDF,SHU,POINT,00011061,2020/10/25 00:00:00+00,2020/10/27 00:00:00+00,9,1,1,276.65826,,,,,,2020,9622.19599073763,1931390.70969857
21562,2020,CA,CDF,TUU,GRADE,00000298,2020/06/22 00:00:00+00,2020/06/25 00:00:00+00,7,1,1,1050.2405,,,,,,2020,13592.2228082149,6599440.18131509
21563,2020,CA,CDF,TUU,FORKS,00000285,2020/06/18 00:00:00+00,2020/06/21 00:00:00+00,15,1,1,117.23483,,,,,,2020,5251.15750863103,733209.371660634
21564,2020,CA,CDF,TUU,SPRINGS,00000289,2020/06/19 00:00:00+00,2020/06/22 00:00:00+00,10,1,1,223.88686,,,,,,2020,6273.75513189476,1381668.37034782
21565,2020,CA,CDF,BDU,PITZER,00010332,2020/07/17 00:00:00+00,2020/07/18 00:00:00+00,9,1,1,118.78046,,,,,,2020,5085.81563825502,707587.06711931
21566,2020,CA,CDF,BDU,MENTONE,00014847,2020/10/12 00:00:00+00,2020/10/13 00:00:00+00,10,6,1,47.27253,,,,,,2020,3559.13629728543,279545.098320559
21567,2020,CA,CDF,SHU,INWOOD,00007560,2020/07/31 00:00:00+00,2020/07/31 00:00:00+00,11,1,1,10.819821,,,,,,2020,1545.97998252535,75886.6055363705
21568,2020,CA,CDF,SHU,DERSCH,00011068,2020/10/25 00:00:00+00,2021/01/25 00:00:00+00,7,1,1,133.29955,,,,,,2020,9483.09342367987,933421.088807462
21569,2020,CA,CDF,AEU,GRANT FIRE,00016543,2020/06/12 00:00:00+00,2020/06/12 00:00:00+00,2,1,1,5062.1978,,,,,,2020,31944.671938623,33560841.7726705
21570,2020,CA,CDF,AEU,CRONAN FIRE,00016219,2020/06/09 00:00:00+00,2020/06/09 00:00:00+00,2,1,1,28.271208,,,,,,2020,1949.28488036288,188749.994499822
21571,2020,CA,CDF,SHU,RIDGE,00009476,2020/09/14 00:00:00+00,2021/01/14 00:00:00+00,10,1,1,17.105452,,,,,,2020,2050.8182429333,119773.097702013
21572,2020,CA,CDF,AEU,CLAY FIRE,00022430,2020/07/29 00:00:00+00,2020/07/29 00:00:00+00,3,1,1,740.1123,,,,,,2020,15488.6603636983,4886122.66500344
21573,2020,CA,CDF,AEU,MEISS FIRE,00024350,2020/08/13 00:00:00+00,2020/08/13 00:00:00+00,9,1,1,509.14716,,,,,,2020,10408.3486832679,3365238.5473505
21574,2020,CA,CDF,FKU,DEN,00006845,2020/05/23 00:00:00+00,2020/05/23 00:00:00+00,11,1,1,42.875164,,,,,,2020,2238.83330918882,264731.420355247
21575,2020,CA,CDF,FKU,FRONTIER,00008754,2020/06/23 00:00:00+00,2020/06/23 00:00:00+00,7,1,1,21.708698,,,,,,2020,1565.04846423519,137924.599553692
21576,2020,CA,CDF,FKU,GATOS,00005504,2020/04/26 00:00:00+00,2020/04/26 00:00:00+00,2,1,1,31.958984,,,,,,2020,2149.26485259887,199029.634637661
21577,2020,CA,CDF,FKU,HILLS,00011121,2020/07/28 00:00:00+00,2020/07/28 00:00:00+00,9,1,1,44.138958,,,,,,2020,3468.79641355981,278570.286216048
21578,2020,CA,CDF,FKU,HILLS,00012279,2020/08/15 00:00:00+00,2020/09/27 00:00:00+00,1,2,1,2120.9802,,,,,,2020,20374.5168819747,13134178.9070303
21579,2020,CA,CDF,FKU,KINGS,00009658,2020/07/05 00:00:00+00,2020/07/05 00:00:00+00,2,1,1,65.946091,,,,,,2020,3621.5883750093,416526.985148841
21580,2020,CA,CDF,FKU,MINERAL,00010219,2020/07/13 00:00:00+00,2020/07/26 00:00:00+00,14,2,1,29666.955,,,,,,2020,113981.402275566,184633612.393482
21581,2020,CA,CDF,FKU,SUTTER,00006911,2020/05/24 00:00:00+00,2020/05/24 00:00:00+00,11,1,1,26.958984,,,,,,2020,1946.58446633906,167316.239064804
21582,2020,CA,CDF,FKU,SYCAMORE,00008701,2020/06/23 00:00:00+00,2020/06/25 00:00:00+00,7,1,1,26.592453,,,,,,2020,2418.98911378323,168936.405602546
21583,2020,CA,CDF,FKU,THERMAL,00013123,2020/08/30 00:00:00+00,2020/08/30 00:00:00+00,11,1,1,11.4255,,,,,,2020,1779.6641036329,72166.0920222047
21584,2020,CA,CDF,FKU,TODD,00010991,2020/07/26 00:00:00+00,2020/07/26 00:00:00+00,2,1,1,13.096781,,,,,,2020,1596.15051546405,82632.5677326251
21585,2020,CA,CDF,FKU,TAR,00012129,2020/08/13 00:00:00+00,2020/08/18 00:00:00+00,1,1,1,20.488293,,,,,,2020,1688.9888836915,126743.356647071
21586,2020,CA,CDF,AEU,MURPHY FIRE,00024956,2020/08/17 00:00:00+00,2020/08/17 00:00:00+00,11,1,1,13.251124,,,,,,2020,1534.42229322331,88455.0044000965
21587,2020,CA,CDF,AEU,COPPER FIRE,00029600,2020/09/30 00:00:00+00,2020/09/30 00:00:00+00,3,1,1,46.583408,,,,,,2020,3134.08453331294,308142.897948808
