Label,X,Y
P56,7.476820414801963,1.1421598616904722
P127,7.511759355722704,6.161160987184186
P60,10.0,0.9682883152493649
P152,2.2734998536887465,8.8946617934692
P106,7.821926482784231,1.5447626453450973
P119,7.681292391621107,7.835496665379933
P194,5.821124923076128,3.5054212550456376
P91,6.02728227226183,8.344814268806822
P216,6.206011293071021,2.69974322619139
P49,7.067286441511591,8.089118814222589
P163,7.753243192459331,0.5641792415015418
P183,8.426695304017052,1.8029871356192473
P240,6.240778066864367,9.002119774610854
P212,6.656860424863854,3.5408938805367383
P26,8.512469800082647,2.3190911082217056
P224,8.975153982826043,0.49595147430515407
P63,3.1132438267711815,7.943599687886785
P147,8.72295076502451,2.121054207452227
P209,6.398965931257613,4.346203102828768
P87,6.912959259269643,8.45240592979454
P58,7.719761944185022,8.193961264241285
P238,8.188949234599383,1.3610380102875181
P138,7.351790793721705,7.05214503179858
P144,5.597314431531702,3.2735672198711585
P130,7.545034983739189,8.252897788225031
P55,6.359342423322472,3.501468534270826
P10,6.317642671441211,8.451515327275844
P35,6.497605570263057,9.166661842593307
P232,8.38648582796271,3.141042882452033
P103,6.109265000787331,3.558318222035651
P136,7.180257853475862,9.063857064212282
P204,5.489399854208198,3.2587261233894798
P80,6.0118069555158735,2.867202250105605
P235,2.426156795259377,7.711770794633608
P186,7.397060476896284,0.927499789457798
P6,6.9010191684970135,9.069694012811668
P166,2.361465249674942,7.979143749352209
P24,8.138992517763338,0.9581793628615909
P76,6.505521737062434,9.106155407448654
P105,6.337561222029072,3.203550546726508
P19,6.271775324073184,3.6332356061221005
P114,8.487706899692485,1.247660271746458
P59,6.042401776158463,8.644582910168378
P124,8.10099084368728,1.2305887333720067
P211,6.18000100503634,7.129928900243751
P1,2.216920557245137,8.222881254073748
P176,7.929797840853824,1.6995534896156266
P187,6.5847391219893705,7.633277949265887
P161,7.778321579833905,1.9749376186867202
P61,4.297598213768062,2.999807681681737
P180,9.683643354696168,2.6958599501146114
P70,3.3801652667951902,8.113323442243978
P190,7.148337987975324,8.693903582574611
P46,6.621712572625176,8.273105496841787
P98,8.136022573971758,0.0
P168,1.1843025852675404,8.644472974048616
P154,2.6793759281424787,8.997354042584776
P109,1.4604300238542218,8.866968613144493
P20,6.693329566719973,0.27006388669098325
P47,2.817344860036894,7.718796731986599
P182,3.5839905884891223,7.860982079646113
P5,6.876331560071559,3.568896228144056
P155,2.8220317280984664,8.725078693799217
P167,4.768380764724446,2.830143711213572
P83,8.406762184969342,1.155046190400007
P203,5.496163737582059,4.19070066520738
P2,7.185936344749484,8.52138336535525
P193,2.0948261259613155,7.8166634717154935
P69,1.9381228102238142,9.113589035691868
P231,7.203420581979123,8.750651096791655
P68,8.274357346148548,0.1559542299246297
P52,6.583511091615394,7.287959667086053
P111,8.719080784416548,0.9349686523632011
P148,8.612171614618486,1.379939816059712
P32,5.728366904026295,7.761106343861131
P121,7.0856045608519,9.35597835271793
P7,4.488877117656614,3.221969146036701
P249,7.949652325549489,1.2398369543689836
P39,6.282740439125805,8.614325253294858
P205,9.229489329719447,1.7232421103183615
P181,5.564545960871795,3.9513191521688684
P102,8.479562976452593,8.314759272634953
P132,7.4631083812168955,2.607025251574347
P213,2.8549675323658947,8.0221568373398
P210,5.806844785079558,2.2210031316010177
P175,8.42322217896327,3.198543781436544
P78,0.0,9.359219585003189
P25,6.0410041106373225,8.054170483707619
P129,6.108203095642882,2.4100091189224604
P241,5.94750487128961,6.883225886507582
P72,4.895579755515955,3.4329630534142517
P162,2.0493204652386283,8.277341398206271
P237,5.985821559184416,8.147680894613345
P173,6.081024853054506,8.642209753863492
P131,9.11854374877005,3.1969262247009294
P220,6.163547744419933,3.9413801767341514
P233,2.4605318229070523,9.361266945099265
P248,7.578571508074601,1.3345438441551942
P120,7.983995070382503,1.100453561886738
P165,2.5465245071634293,7.814984825345245
P43,4.206661413796258,3.544690119473093
P243,2.1271428034362083,9.427022655403348
P178,3.193623120982665,7.783648681375475
P21,4.977314245968133,3.9565830784368456
P160,9.033641333736082,2.6456553768758297
P37,9.435858942262797,1.9469322909142894
P208,6.700515243566608,8.031421388158044
P75,7.962363384967146,2.0723318725621054
P214,6.114388068923313,3.3821152588264782
P48,3.5040730509137594,9.303192555172432
P225,3.1158299729518806,8.505600436292596
P196,9.037485158564689,0.9971812206073155
P117,2.5844067761644856,7.3870963451253004
P142,5.712204738009343,7.114421741497351
P199,8.349657866209856,0.09549555073322225
P99,5.263473258649799,2.497629870393721
P95,6.563865120894656,3.4719818665802
P239,2.460515938766567,8.721559644479136
P67,5.875546288811989,8.079025558817941
P66,7.051343638300681,9.022564106753716
P218,5.953067171844153,7.96293376942412
P22,8.063801374531938,9.042558139911808
P38,3.570928087510139,7.890363578184028
P116,8.386064328267599,1.5579486688429571
P245,2.5642619240382736,8.719786724596776
P236,9.173076544087754,1.6180790151022912
P101,6.366725176148092,7.982793087230881
P202,2.8068974925867667,10.0
P149,2.0656994007985015,8.217507719183356
P207,2.5633354554633634,8.64482980982617
P219,2.0004905744658696,7.572770362808865
P90,5.84398765029831,3.377302412458425
P41,7.190863795024988,3.5891070649183465
P81,5.908905002110162,2.6313336715991413
P189,5.3170546504493075,2.5755290490475264
P110,7.854424497919812,1.5805889004693379
P53,4.698549753030366,3.6613381268721623
P17,2.1091892194706814,8.169901531779153
P191,4.532595447295808,3.5203785533972907
P51,5.277996581372571,8.60917682243177
P14,1.3497026855246386,8.40786690578888
P159,5.509390831842841,8.659078649391198
P82,2.5886547241252607,8.261416572104839
P84,8.148863749478085,1.7560025861587807
P230,2.2924562752863227,8.52947298439201
P29,6.764302763432073,7.898912732308427
P3,2.4638460319440174,8.325980149666393
P23,8.68391754350301,1.2384530635459639
P146,6.180422639961001,1.708492570502651
P128,2.906060989345475,7.873629092654659
P45,2.254172564276718,7.733207095678142
P170,5.740231788835743,2.9737996912967892
P97,7.047540994830839,1.9140460503250551
P201,6.357532221559007,4.07564184511304
P42,4.810395350546742,3.520803870153262
P169,4.164116429610816,3.803149349146528
P79,2.399980035292379,7.258839034155176
P223,6.040529371430083,3.0315039301893734
P12,8.012194649641577,0.6969346504484586
P112,8.358233812756525,1.7920234511311945
P11,8.07677269196504,1.2041915961727496
P195,7.515249856773012,7.522320128419362
P85,7.6307051860856046,8.625736316556514
P134,6.375336594523885,8.827742747788962
P143,5.583799865076936,3.4055874678059217
P171,4.7742107069411786,4.179795707936221
P188,3.1483248784246216,7.733831129037175
P104,7.104255105418544,7.974037403720492
P34,8.124496655556344,1.114371193619486
P108,5.771652503284641,2.8303833241322423
P50,3.472806955293045,8.428700976664942
P172,7.12969714118859,8.206898273015447
P184,1.9025413085883276,7.883702079701534
P185,6.985139032557651,8.109968323166816
P4,6.313695064106884,3.798164037128374
P133,8.285851796969355,1.1513362258200348
P44,8.95729520173985,1.5984657412427867
P96,6.259770394544848,3.6226765311642604
P222,8.80975893172711,0.12323052146589353
P28,4.1097196262392295,8.170588724511328
P135,3.010450100288036,8.002824617520005
P174,1.659001865648333,8.569810079610702
P145,4.7310111299423365,3.3371783988696366
P192,2.0793752670852554,8.681163030752517
P226,6.267002758704158,8.613435733811546
P71,5.907919821788416,3.7063336735958208
P118,5.41341080247385,2.7854076171873143
P198,5.4605571145425245,2.700085483111306
P246,6.010809458219358,3.9860721129748615
P137,1.8418101421424886,8.6763595470765
P74,6.85247160589271,9.21526211368757
P242,7.815143025375411,8.576473862895442
P247,4.999838634980268,3.7931152047751135
P94,1.1499672247225834,8.812608180565626
P151,1.7903507246528987,8.754526430112167
P150,1.668986937277498,7.867481711606645
P215,5.934114328544652,1.8607666850517401
P93,7.328038033213037,1.57643905702183
P18,7.811654452935903,8.253650484502302
P27,6.255622848633387,3.052575415961508
P36,7.4892893933909015,1.8091406871663334
P57,5.259795316676711,2.8910851731033356
P31,2.536503720097411,9.286949014721696
P65,2.9911135089720315,8.31840980942508
P140,6.262680453485794,8.051857578973364
P89,1.745337548504982,7.940813704517689
P158,8.821248463341574,1.6240371403341003
P30,2.7012244160186913,8.283646390475425
P86,8.010507670692427,1.1335422904630836
P92,5.460339084769984,4.905071955847903
P141,5.632967484134086,9.16848889957427
P126,8.298714103176088,9.239672674192963
P153,8.022877245666932,2.17029308380428
P13,7.560325559475627,8.028514344655399
P197,6.812552215855313,2.9877566748265028
P77,7.214394832666188,8.652751427739942
P227,4.482666922246267,3.5993453914858864
P179,9.992739343510257,2.120490758827013
P177,9.305933276778795,0.7315298194907432
P206,2.2687549200391777,8.275606789238587
P229,5.5864531237300294,3.377248776182147
P200,9.02158064792631,1.6525242412186154
P33,8.260528325321832,2.454671814771986
P62,1.6403306900854409,7.3978175573951335
P122,6.785045002835925,1.3275366305140501
P107,8.391752255465665,0.35685486214163953
P88,9.13383705299786,0.9734256350359793
P54,7.457478433552742,2.1975551405114864
P139,6.846636504743334,1.9949656614476419
P100,6.872816785745245,8.545531604264255
P16,5.589725223047072,3.1969195574889753
P115,7.319643046766899,7.167122713180731
P164,7.91217133313973,1.3976834591026148
P40,7.007443510906804,7.8751828006561
P234,4.793783715590841,3.121119128998954
P0,7.981028913841508,1.9089023036062929
P73,5.085149285895114,3.617486760631905
P8,2.798541296557037,8.901316888789424
P244,2.766934438689108,7.493677297110528
P157,6.293449768118375,8.30685267293151
P221,5.068683840939839,7.401580205341448
P217,3.0703814240217007,6.8831323763398
P156,6.494393484841895,8.776938968947988
P123,6.972464003465384,8.406554360051967
P113,5.196979210822025,3.836317753362517
P64,2.728613800133512,8.54215627861798
P15,8.166162942672274,1.6835058895298838
P228,2.0891572358154997,8.714941974817883
P125,6.549198394838136,7.682909203870032
P9,1.9474421963314648,8.089432463110725
